keyword,domain,url,search_engine,llm_model,pre_rank,post_rank,rank_delta,T1_statistical_density_code,T2_question_heading_code,T3_structured_data_code,T4_citation_authority_code,T1_statistical_density_llm,T2_question_heading_llm,T3_structured_data_llm,T4_citation_authority_llm,X1_domain_authority,X1_global_rank,X2_domain_age_years,X3_word_count,X4_lcp_ms,X6_readability,X7_internal_links,X7B_outbound_links,X8_keyword_difficulty,X9_images_with_alt,X10_https
customer data platform,amazon.com,https://aws.amazon.com/what-is/customer-data-platform/,searxng,meta-llama/Llama-3.3-70B-Instruct,19.0,9,10.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,8.46,26.0,31.3,1838.0,,13.49,73.0,10.0,5.65,1.0,1.0
customer data platform,twilio.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,6.73,1.0,0.0,0.0,4.2,0.0,0.0,0.0,6.15,463.0,18.3,1189.0,,12.76,360.0,14.0,5.65,21.0,1.0
marketing analytics software,hubspot.com,https://www.hubspot.com/products/marketing/analytics,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,0.0,1.0,1.0,0.0,0.038,0.0,1.0,0.0,6.44,265.0,21.0,1307.0,,12.36,99.0,18.0,5.29,34.0,1.0
marketing analytics software,fivetran.com,https://www.fivetran.com/de/learn/marketing-analytics-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,2,1.0,0.56,1.0,0.0,0.0,23.0,1.0,0.0,0.0,4.55,38038.0,13.5,1785.0,,12.54,117.0,14.0,5.29,8.0,1.0
marketing analytics software,improvado.io,https://improvado.io/blog/marketing-analytics-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,3,5.0,1.96,1.0,0.0,0.0,23.55,1.0,1.0,2.0,3.92,1132091.0,9.4,11480.0,,15.43,140.0,20.0,5.29,26.0,1.0
marketing analytics software,whatagraph.com,https://whatagraph.com/blog/articles/ai-marketing-analytics-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,4,7.0,2.59,1.0,0.0,0.0,12.0,1.0,1.0,0.0,4.26,292772.0,10.9,6180.0,,12.69,133.0,39.0,5.29,68.0,1.0
marketing analytics software,matomo.org,https://matomo.org/blog/2025/08/marketing-analytics-tools/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,5,7.0,2.2,1.0,0.0,0.0,23.41,1.0,1.0,2.0,5.65,1867.0,8.4,2952.0,,14.22,141.0,18.0,5.29,34.0,1.0
marketing analytics software,google.com,https://marketingplatform.google.com/about/analytics/,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,6,7.0,3.3,0.0,0.0,0.0,7.696,0.0,0.0,0.0,10.0,4.0,28.4,454.0,,10.54,59.0,11.0,5.29,10.0,1.0
marketing analytics software,dashthis.com,https://dashthis.com/blog/8-marketing-analytics-platforms-to-simplify-your-data-analysis-processes/,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,7,7.0,3.68,1.0,0.0,0.0,6.207,1.0,0.0,0.0,3.94,1055112.0,14.8,1358.0,,13.39,97.0,30.0,5.29,13.0,1.0
marketing analytics software,salesforce.com,https://www.salesforce.com/marketing/analytics/,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,8,7.0,6.64,1.0,1.0,0.0,6.32,1.0,1.0,0.0,6.66,189.0,27.2,753.0,,16.22,525.0,13.0,5.29,35.0,1.0
marketing analytics software,sigmacomputing.com,https://www.sigmacomputing.com/use-cases/marketing,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,9,7.0,0.0,0.0,0.0,0.0,4.273,0.0,0.0,0.0,4.04,1017605.0,12.8,585.0,,15.49,171.0,6.0,5.29,52.0,1.0
marketing analytics software,cometly.com,https://www.cometly.com/post/best-marketing-analytic-tools-2026,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,10,-5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1673764.0,10.7,17.0,,,108.0,19.0,5.29,7.0,1.0
communication platform,slack.com,https://slack.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,9.24,1.0,0.0,0.0,12.5,1.0,0.0,0.0,6.66,190.0,33.3,649.0,,8.43,237.0,29.0,4.63,44.0,1.0
communication platform,flexperto.com,https://flexperto.com/en/the-communication-cloud/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,2,0.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,3701083.0,13.6,751.0,,12.76,30.0,2.0,4.63,0.0,1.0
communication platform,wire.com,https://wire.com/en/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,3,0.0,2.63,0.0,0.0,0.0,6.58,0.0,0.0,1.0,5.13,4685.0,32.0,380.0,,23.8,86.0,5.0,4.63,26.0,1.0
communication platform,nextiva.com,https://www.nextiva.com/blog/communication-platforms.html,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,4,1.0,3.6,1.0,0.0,0.0,10.37,1.0,1.0,0.0,5.13,4726.0,24.6,3476.0,,11.78,324.0,10.0,4.63,35.0,1.0
communication platform,rocket.chat,https://de.rocket.chat/blog/enterprise-communication-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,5,1.0,1.14,1.0,0.0,0.0,0.04,1.0,1.0,1.0,5.03,6092.0,,2202.0,,11.85,189.0,23.0,4.63,9.0,1.0
communication platform,helpcrunch.com,https://helpcrunch.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,6,1.0,2.56,1.0,0.0,0.0,2.54,1.0,0.0,0.0,3.84,1164114.0,11.5,585.0,,10.56,109.0,10.0,4.63,43.0,1.0
communication platform,connecteam.com,https://connecteam.com/best-team-communication-apps/,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,7,2.0,1.13,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.6,30622.0,10.7,4413.0,,12.65,185.0,65.0,4.63,32.0,1.0
communication platform,quo.com,https://www.quo.com/blog/communication-platforms/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,8,3.0,3.96,1.0,0.0,0.0,10.37,1.0,1.0,2.0,4.0,1024384.0,29.8,5434.0,,12.24,133.0,17.0,4.63,86.0,1.0
communication platform,zoom.com,https://www.zoom.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,9,3.0,1.64,0.0,0.0,0.0,12.41,0.0,0.0,0.0,5.59,2018.0,26.8,1527.0,,11.64,217.0,98.0,4.63,48.0,1.0
communication platform,cloudcall.com,https://cloudcall.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,10,4.0,1.35,1.0,0.0,0.0,23.68,1.0,1.0,0.0,3.44,1612978.0,22.6,1114.0,,18.52,95.0,5.0,4.63,11.0,1.0
file sharing software,box.com,https://www.box.com/de-de/resources/what-is-file-sharing-software-and-how-does-it-work,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,1,1.0,,,,,,,,,5.64,1900.0,27.0,,,,,,5.53,,1.0
file sharing software,dropbox.com,https://www.dropbox.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,2,1.0,0.0,0.0,0.0,0.0,0.088,0.0,1.0,0.0,7.64,51.0,30.6,454.0,,13.61,128.0,9.0,5.53,65.0,1.0
file sharing software,seafile.com,https://www.seafile.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,3,1.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.6,31043.0,14.7,327.0,,27.97,37.0,11.0,5.53,11.0,1.0
file sharing software,owncloud.com,https://owncloud.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,4,3.0,1.54,1.0,0.0,0.0,6.17,1.0,1.0,0.0,4.89,9610.0,18.8,648.0,,11.99,126.0,15.0,5.53,21.0,1.0
file sharing software,nextcloud.com,https://nextcloud.com/files/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,5,3.0,0.91,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.22,3778.0,21.0,1654.0,,16.21,165.0,25.0,5.53,100.0,1.0
file sharing software,sharefile.com,https://www.sharefile.com,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,6,9.0,3.65,1.0,0.0,0.0,12.5,1.0,0.0,0.0,4.46,57630.0,24.6,960.0,,12.39,86.0,19.0,5.53,21.0,1.0
file sharing software,dracoon.com,https://www.dracoon.com/de/filesharing,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,7,9.0,0.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.14,805395.0,19.8,1063.0,,13.99,107.0,16.0,5.53,21.0,1.0
file sharing software,hightail.com,https://hightail.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,17.0,8,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,80314.0,22.6,,,,40.0,8.0,5.53,12.0,1.0
file sharing software,kiteworks.com,https://www.kiteworks.com/de/risiko-compliance-glossar/secure-file-transfer-definition/,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,9,4.0,0.0,0.0,0.0,1.0,0.231,1.0,0.0,1.0,4.32,210805.0,24.6,1297.0,,13.5,307.0,10.0,5.53,2.0,1.0
file sharing software,google.com,https://files.google.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,10,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,28.4,124.0,,5.96,4.0,4.0,5.53,15.0,1.0
performance management software,bamboohr.com,https://www.bamboohr.com/platform/performance-management/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,1,2.0,,,,,,,,,5.22,3781.0,16.6,,,,,,4.43,,1.0
performance management software,personio.com,https://www.personio.com/product/performance/,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,2,4.0,1.0,0.0,1.0,0.0,0.04,1.0,1.0,0.0,4.13,816033.0,23.3,498.0,,11.05,120.0,15.0,4.43,28.0,1.0
performance management software,sap.com,https://www.sap.com/germany/products/hcm/performance-goals/what-is-a-performance-management-system.html,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,3,1.0,,,,,,,,,5.89,988.0,31.1,,,,,,4.43,,1.0
performance management software,sage.com,https://www.sage.com/de-de/hr-software/performance-management/,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,4,6.0,,,,,,,,,5.57,2079.0,28.9,,,,,,4.43,,1.0
performance management software,staffcircle.com,https://www.staffcircle.com/performance-management-and-development/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,5,7.0,,,,,,,,,3.19,2691514.0,26.9,,,,,,4.43,,1.0
performance management software,kenjo.io,https://www.kenjo.io/de/produkt/performance-management,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,6,8.0,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.0,4.38,92257.0,6.0,273.0,,11.6,186.0,4.0,4.43,34.0,1.0
performance management software,engagedly.com,https://engagedly.com/blog/best-performance-management-systems/,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,7,8.0,,,,,,,,,4.01,1022882.0,11.6,,,,,,4.43,,1.0
performance management software,corporate-planning.com,https://corporate-planning.com/de/corporate-performance-management,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,8,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,8834787.0,27.9,499.0,,15.11,84.0,11.0,4.43,16.0,1.0
performance management software,profit.co,https://www.profit.co/blog/performance-management-blog/top-8-performance-management-software-in-2025/,searxng,meta-llama/Llama-3.3-70B-Instruct,17.0,9,8.0,0.53,1.0,0.0,0.0,0.1053,1.0,0.0,0.0,3.81,1175117.0,15.8,1904.0,,14.29,117.0,8.0,4.43,0.0,1.0
performance management software,clickup.com,https://clickup.com/de/blog/74280/performance-management-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,18.0,10,8.0,3.74,0.0,0.0,0.0,23.42,0.0,0.0,0.0,5.73,1695.0,24.6,2271.0,,14.31,74.0,15.0,4.43,13.0,1.0
applicant tracking system,avature.net,https://www.avature.net/de/blogs/was-ist-ein-applicant-tracking-system-ats/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,0.3,0.0,0.0,0.0,4.88,0.0,1.0,0.0,3.56,1501144.0,22.1,1645.0,,13.58,222.0,13.0,4.12,15.0,1.0
applicant tracking system,jobscan.co,https://www.jobscan.co/applicant-tracking-systems,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,2,1.0,,,,,,,,,4.45,63728.0,12.2,,,,,,4.12,,1.0
applicant tracking system,sap.com,https://www.sap.com/products/hcm/recruiting-software/what-is-an-applicant-tracking-system.html,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,3,3.0,,,,,,,,,5.89,988.0,31.1,,,,,,4.12,,1.0
applicant tracking system,workwise.io,https://hire.workwise.io/hr-praxis/organisationsentwicklung/applicant-tracking-system,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,4,3.0,1.24,0.0,0.0,0.0,12.0,0.0,0.0,1.0,3.12,2853220.0,8.1,2015.0,,13.01,95.0,10.0,4.12,30.0,1.0
applicant tracking system,greenhouse.com,https://www.greenhouse.com/resources/glossary/what-is-an-applicant-tracking-system-ats,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,5,7.0,0.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.88,1152899.0,28.6,877.0,,11.26,112.0,27.0,4.12,14.0,1.0
applicant tracking system,jobvite.com,https://www.jobvite.com/blog/applicant-tracking-system/,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,6,7.0,1.48,1.0,0.0,0.0,6.86,1.0,1.0,0.0,4.63,27713.0,20.5,2032.0,,13.3,95.0,17.0,4.12,40.0,1.0
applicant tracking system,factorialhr.de,https://factorialhr.de/blog/bewerbermanagement/,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,7,7.0,0.59,0.0,0.0,0.0,23.0,1.0,1.0,0.0,3.41,1661032.0,,1696.0,,12.93,116.0,13.0,4.12,26.0,1.0
applicant tracking system,clevis.de,https://www.clevis.de/ratgeber/applicant-tracking-system-ats/,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,8,8.0,1.21,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.27,2511421.0,,2881.0,,15.56,131.0,7.0,4.12,25.0,1.0
applicant tracking system,checkr.com,https://checkr.com/resources/articles/best-applicant-tracking-systems,searxng,meta-llama/Llama-3.3-70B-Instruct,17.0,9,8.0,3.12,1.0,0.0,0.0,23.32,1.0,1.0,0.0,4.53,41462.0,20.7,2725.0,,15.01,195.0,30.0,4.12,2.0,1.0
applicant tracking system,omr.com,https://omr.com/de/reviews/contenthub/applicant-tracking-system,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,10,-5.0,0.53,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.49,50416.0,31.3,1879.0,,12.15,759.0,9.0,4.12,10.0,1.0
task management software,trello.com,https://trello.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,1,3.0,2.46,1.0,0.0,0.0,2.47,0.0,0.0,0.0,6.67,185.0,21.5,609.0,,9.28,64.0,22.0,5.21,10.0,1.0
task management software,clickup.com,https://clickup.com/blog/task-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,2,9.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.73,1695.0,24.6,3.0,,,323.0,90.0,5.21,140.0,1.0
task management software,meistertask.com,https://www.meistertask.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,3,9.0,1.02,1.0,0.0,0.0,12.0,0.0,0.0,0.0,4.72,18558.0,13.9,979.0,,15.61,59.0,10.0,5.21,69.0,1.0
task management software,todoist.com,https://www.todoist.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,4,10.0,0.49,0.0,0.0,0.0,2.45,0.0,0.0,0.0,5.44,2533.0,19.1,1026.0,,11.67,99.0,11.0,5.21,14.0,1.0
task management software,monday.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,5,,,,,,,,,,,,,,,,,,5.21,,
task management software,asana.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,6,,,,,,,,,,,,,,,,,,5.21,,
task management software,wrike.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,7,,,,,,,,,,,,,,,,,,5.21,,
task management software,proprofsproject.com,https://www.proprofsproject.com/blog/free-task-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,8,2.0,1.49,1.0,0.0,0.0,23.0,1.0,0.0,0.0,3.53,1518077.0,5.6,3358.0,,11.27,113.0,31.0,5.21,1.0,1.0
task management software,rexx-systems.com,https://www.rexx-systems.com/task-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,18.0,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.42,75264.0,18.4,521.0,,10.88,165.0,6.0,5.21,26.0,1.0
task management software,atlassian.com,https://www.atlassian.com/agile/project-management/task-management-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,10,6.0,0.24,1.0,0.0,0.0,10.64,0.0,1.0,0.0,5.97,741.0,24.9,2125.0,,13.7,1116.0,2.0,5.21,8.0,1.0
survey software,surveymonkey.com,https://www.surveymonkey.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,2.32,0.0,0.0,0.0,6.197,0.0,0.0,0.0,6.68,181.0,26.3,646.0,,13.58,220.0,7.0,5.44,20.0,1.0
survey software,limesurvey.org,https://www.limesurvey.org/,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,2,0.0,3.57,0.0,0.0,0.0,0.093,0.0,0.0,0.0,4.46,58826.0,19.4,1120.0,,13.44,352.0,8.0,5.44,25.0,1.0
survey software,google.com,https://support.google.com/surveys/answer/2372144?hl=en,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,3,0.0,1.55,0.0,0.0,1.0,6.24,0.0,0.0,1.0,10.0,4.0,28.4,644.0,,10.42,28.0,2.0,5.44,0.0,1.0
survey software,alchemer.com,https://www.alchemer.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,4,2.0,0.75,0.0,0.0,0.0,6.72,0.0,0.0,0.0,4.46,57930.0,11.1,669.0,,15.98,164.0,5.0,5.44,46.0,1.0
survey software,qualtrics.com,https://www.qualtrics.com/free-account/,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,5,2.0,0.8,1.0,0.0,0.0,23.0,1.0,0.0,0.0,5.91,883.0,25.9,1881.0,,11.56,10.0,0.0,5.44,9.0,1.0
survey software,pollfish.com,https://www.pollfish.com/resources/blog/market-research/survey-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,6,2.0,1.58,0.0,0.0,0.0,23.55,0.0,1.0,0.0,4.38,97144.0,13.3,3481.0,,14.81,65.0,24.0,5.44,21.0,1.0
survey software,mentimeter.com,https://www.mentimeter.com/features/surveys,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,7,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,15267.0,14.7,,,,0.0,0.0,5.44,0.0,1.0
survey software,surveysparrow.com,https://surveysparrow.com/blog/online-survey-tools-and-apps/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,8,4.0,2.58,1.0,0.0,0.0,10.34,1.0,1.0,0.0,4.78,14503.0,9.3,5815.0,,7.64,94.0,25.0,5.44,50.0,1.0
survey software,questionstar.de,https://questionstar.de/content/10-beliebteste-umfrage-tools-im-vergleich/,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,9,4.0,0.98,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.76,4782501.0,,1524.0,,11.86,41.0,4.0,5.44,4.0,1.0
survey software,jotform.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,6.2,416.0,20.3,189.0,,8.41,237.0,10.0,5.44,85.0,1.0
business process management software,larksuite.com,https://www.larksuite.com/en_us/blog/business-process-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,1,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,204529.0,7.8,,,,0.0,0.0,4.5,0.0,1.0
business process management software,3ds.com,https://www.3ds.com/store/bpm-software,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,2,2.0,1.84,1.0,1.0,0.0,6.62,1.0,1.0,0.0,4.89,9671.0,30.6,1362.0,,14.48,42.0,0.0,4.5,4.0,1.0
business process management software,flowforma.com,https://www.flowforma.com/blog/business-process-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,3,3.0,1.94,1.0,1.0,0.0,23.14,1.0,1.0,0.0,3.34,1904183.0,13.0,2314.0,,16.06,148.0,31.0,4.5,40.0,1.0
business process management software,cflowapps.com,https://www.cflowapps.com/bpm-business-process-management-tools/,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,4,3.0,2.36,1.0,0.0,0.0,10.32,1.0,1.0,0.0,4.23,350357.0,8.1,8489.0,,12.99,163.0,26.0,4.5,31.0,1.0
business process management software,signavio.com,https://www.signavio.com/wiki/bpm/business-process-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,5,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.53,41936.0,17.1,2838.0,,15.16,230.0,19.0,4.5,21.0,1.0
business process management software,pega.com,https://www.pega.com/business-process-management,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,6,7.0,0.0,1.0,0.0,0.0,0.052,1.0,0.0,0.0,4.79,13783.0,26.1,1919.0,,14.95,231.0,10.0,4.5,24.0,1.0
business process management software,webcon.com,https://webcon.com/blog/solutions-business-process-management/,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,7,7.0,0.86,1.0,0.0,1.0,0.054,1.0,0.0,2.0,4.13,812608.0,30.9,1744.0,,17.23,187.0,6.0,4.5,48.0,1.0
business process management software,flowwright.com,https://www.flowwright.com/business-process-management,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,8,7.0,,,,,,,,,2.95,3542923.0,8.8,,,,,,4.5,,1.0
business process management software,microsoft.com,https://www.microsoft.com/en-us/power-platform/products/power-automate/topics/business-process/bpms-business-process-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,17.0,9,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.53,65.0,34.8,1071.0,,13.4,139.0,5.0,4.5,3.0,1.0
business process management software,kissflow.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,0.79,1.0,0.0,0.0,12.0,1.0,0.0,0.0,4.33,202592.0,14.1,1890.0,,19.54,182.0,5.0,4.5,344.0,1.0
